issue,number,result,timestamp,fetch_time_utc
20250809100010570,7,Big,2025-08-09T09:29:58.350708+00:00,2025-08-09 09:29:58 UTC
20250809100010571,0,Small,2025-08-09T09:31:00.219248+00:00,2025-08-09 09:31:00 UTC
20250809100010572,2,Small,2025-08-09T09:32:02.602604+00:00,2025-08-09 09:32:02 UTC
20250809100010573,5,Big,2025-08-09T09:33:04.449491+00:00,2025-08-09 09:33:04 UTC
20250809100010574,9,Big,2025-08-09T09:34:05.137558+00:00,2025-08-09 09:34:05 UTC
20250809100010575,5,Big,2025-08-09T09:35:06.964363+00:00,2025-08-09 09:35:06 UTC
20250809100010576,6,Big,2025-08-09T09:36:08.848169+00:00,2025-08-09 09:36:08 UTC
20250809100010577,6,Big,2025-08-09T09:37:09.663132+00:00,2025-08-09 09:37:09 UTC
20250809100010578,3,Small,2025-08-09T09:38:10.846138+00:00,2025-08-09 09:38:10 UTC
20250809100010579,2,Small,2025-08-09T09:39:12.149145+00:00,2025-08-09 09:39:12 UTC
20250809100010580,8,Big,2025-08-09T09:39:58.381894+00:00,2025-08-09 09:39:58 UTC
20250809100010581,1,Small,2025-08-09T09:41:00.743850+00:00,2025-08-09 09:41:00 UTC
20250809100010582,3,Small,2025-08-09T09:42:02.728720+00:00,2025-08-09 09:42:02 UTC
20250809100010583,3,Small,2025-08-09T09:43:05.953449+00:00,2025-08-09 09:43:05 UTC
20250809100010584,3,Small,2025-08-09T09:44:08.648015+00:00,2025-08-09 09:44:08 UTC
20250809100010585,5,Big,2025-08-09T09:45:10.432406+00:00,2025-08-09 09:45:10 UTC
20250809100010586,3,Small,2025-08-09T09:46:13.278048+00:00,2025-08-09 09:46:13 UTC
20250809100010587,2,Small,2025-08-09T09:46:58.932098+00:00,2025-08-09 09:46:58 UTC
20250809100010588,3,Small,2025-08-09T09:48:00.830084+00:00,2025-08-09 09:48:00 UTC
20250809100010589,1,Small,2025-08-09T09:49:02.815669+00:00,2025-08-09 09:49:02 UTC
20250809100010590,3,Small,2025-08-09T09:50:04.756322+00:00,2025-08-09 09:50:04 UTC
20250809100010591,0,Small,2025-08-09T09:51:06.936135+00:00,2025-08-09 09:51:06 UTC
20250809100010592,8,Big,2025-08-09T09:52:09.420100+00:00,2025-08-09 09:52:09 UTC
20250809100010593,9,Big,2025-08-09T09:53:11.368511+00:00,2025-08-09 09:53:11 UTC
20250809100010594,4,Small,2025-08-09T09:54:12.663347+00:00,2025-08-09 09:54:12 UTC
20250809100010595,7,Big,2025-08-09T09:54:59.029401+00:00,2025-08-09 09:54:59 UTC
20250809100010596,0,Small,2025-08-09T09:56:01.271052+00:00,2025-08-09 09:56:01 UTC
20250809100010597,0,Small,2025-08-09T09:57:02.732061+00:00,2025-08-09 09:57:02 UTC
20250809100010598,1,Small,2025-08-09T09:58:03.946342+00:00,2025-08-09 09:58:03 UTC
20250809100010599,8,Big,2025-08-09T09:59:06.060362+00:00,2025-08-09 09:59:06 UTC
20250809100010600,9,Big,2025-08-09T10:00:08.528644+00:00,2025-08-09 10:00:08 UTC
20250809100010601,8,Big,2025-08-09T10:01:11.055773+00:00,2025-08-09 10:01:11 UTC
20250809100010602,6,Big,2025-08-09T10:02:13.060172+00:00,2025-08-09 10:02:13 UTC
20250809100010603,3,Small,2025-08-09T10:02:58.525412+00:00,2025-08-09 10:02:58 UTC
20250809100010604,8,Big,2025-08-09T10:04:00.607201+00:00,2025-08-09 10:04:00 UTC
20250809100010605,4,Small,2025-08-09T10:05:03.225936+00:00,2025-08-09 10:05:03 UTC
20250809100010606,6,Big,2025-08-09T10:06:05.447215+00:00,2025-08-09 10:06:05 UTC
20250809100010607,0,Small,2025-08-09T10:07:07.750810+00:00,2025-08-09 10:07:07 UTC
20250809100010608,7,Big,2025-08-09T10:08:11.346109+00:00,2025-08-09 10:08:11 UTC
20250809100010609,5,Big,2025-08-09T10:09:13.438902+00:00,2025-08-09 10:09:13 UTC
20250809100010610,1,Small,2025-08-09T10:09:59.773893+00:00,2025-08-09 10:09:59 UTC
20250809100010611,9,Big,2025-08-09T10:11:01.854966+00:00,2025-08-09 10:11:01 UTC
20250809100010612,3,Small,2025-08-09T10:12:04.427126+00:00,2025-08-09 10:12:04 UTC
20250809100010613,1,Small,2025-08-09T10:13:05.623273+00:00,2025-08-09 10:13:05 UTC
20250809100010614,8,Big,2025-08-09T10:14:08.209313+00:00,2025-08-09 10:14:08 UTC
20250809100010615,8,Big,2025-08-09T10:15:09.523738+00:00,2025-08-09 10:15:09 UTC
20250809100010616,2,Small,2025-08-09T10:16:11.439280+00:00,2025-08-09 10:16:11 UTC
20250809100010617,5,Big,2025-08-09T10:17:13.790115+00:00,2025-08-09 10:17:13 UTC
20250809100010618,2,Small,2025-08-09T10:17:58.033045+00:00,2025-08-09 10:17:58 UTC
20250809100010619,9,Big,2025-08-09T10:18:59.766021+00:00,2025-08-09 10:18:59 UTC
20250809100010620,4,Small,2025-08-09T10:20:01.127324+00:00,2025-08-09 10:20:01 UTC
20250809100010621,4,Small,2025-08-09T10:21:02.959339+00:00,2025-08-09 10:21:02 UTC
20250809100010622,4,Small,2025-08-09T10:22:04.419313+00:00,2025-08-09 10:22:04 UTC
20250809100010623,6,Big,2025-08-09T10:23:05.848939+00:00,2025-08-09 10:23:05 UTC
20250809100010624,0,Small,2025-08-09T10:24:08.067248+00:00,2025-08-09 10:24:08 UTC
20250809100010625,9,Big,2025-08-09T10:25:09.347675+00:00,2025-08-09 10:25:09 UTC
20250809100010626,0,Small,2025-08-09T10:26:12.210066+00:00,2025-08-09 10:26:12 UTC
20250809100010627,0,Small,2025-08-09T10:27:13.421231+00:00,2025-08-09 10:27:13 UTC
20250809100010628,5,Big,2025-08-09T10:28:00.393240+00:00,2025-08-09 10:28:00 UTC
20250809100010629,1,Small,2025-08-09T10:29:02.635517+00:00,2025-08-09 10:29:02 UTC
20250809100010630,8,Big,2025-08-09T10:30:04.687058+00:00,2025-08-09 10:30:04 UTC
20250809100010631,4,Small,2025-08-09T10:31:07.617431+00:00,2025-08-09 10:31:07 UTC
20250809100010632,8,Big,2025-08-09T10:32:10.953099+00:00,2025-08-09 10:32:10 UTC
20250809100010633,1,Small,2025-08-09T10:33:13.654855+00:00,2025-08-09 10:33:13 UTC
20250809100010634,0,Small,2025-08-09T10:34:00.550904+00:00,2025-08-09 10:34:00 UTC
20250809100010635,0,Small,2025-08-09T10:35:03.333979+00:00,2025-08-09 10:35:03 UTC
20250809100010636,0,Small,2025-08-09T10:36:05.844010+00:00,2025-08-09 10:36:05 UTC
20250809100010637,6,Big,2025-08-09T10:37:10.025304+00:00,2025-08-09 10:37:10 UTC
20250809100010638,2,Small,2025-08-09T10:38:13.430243+00:00,2025-08-09 10:38:13 UTC
20250809100010639,0,Small,2025-08-09T10:38:59.202240+00:00,2025-08-09 10:38:59 UTC
20250809100010640,3,Small,2025-08-09T10:40:01.448463+00:00,2025-08-09 10:40:01 UTC
20250809100010641,2,Small,2025-08-09T10:41:06.425093+00:00,2025-08-09 10:41:06 UTC
20250809100010642,8,Big,2025-08-09T10:42:10.953979+00:00,2025-08-09 10:42:10 UTC
20250809100010643,9,Big,2025-08-09T10:43:13.913350+00:00,2025-08-09 10:43:13 UTC
20250809100010644,9,Big,2025-08-09T10:43:59.738207+00:00,2025-08-09 10:43:59 UTC
20250809100010645,8,Big,2025-08-09T10:45:01.973761+00:00,2025-08-09 10:45:01 UTC
20250809100010646,4,Small,2025-08-09T10:46:04.323900+00:00,2025-08-09 10:46:04 UTC
20250809100010647,5,Big,2025-08-09T10:47:07.230718+00:00,2025-08-09 10:47:07 UTC
20250809100010648,7,Big,2025-08-09T10:48:08.035193+00:00,2025-08-09 10:48:08 UTC
20250809100010649,0,Small,2025-08-09T10:49:10.433272+00:00,2025-08-09 10:49:10 UTC
20250809100010650,6,Big,2025-08-09T10:49:58.330948+00:00,2025-08-09 10:49:58 UTC
20250809100010651,3,Small,2025-08-09T10:51:00.677367+00:00,2025-08-09 10:51:00 UTC
20250809100010652,5,Big,2025-08-09T10:52:03.956823+00:00,2025-08-09 10:52:03 UTC
20250809100010653,9,Big,2025-08-09T10:53:06.330288+00:00,2025-08-09 10:53:06 UTC
20250809100010654,4,Small,2025-08-09T10:54:08.005677+00:00,2025-08-09 10:54:08 UTC
20250809100010655,7,Big,2025-08-09T10:55:11.343858+00:00,2025-08-09 10:55:11 UTC
20250809100010656,3,Small,2025-08-09T10:55:58.235047+00:00,2025-08-09 10:55:58 UTC
20250809100010657,4,Small,2025-08-09T10:57:00.199016+00:00,2025-08-09 10:57:00 UTC
20250809100010658,2,Small,2025-08-09T10:58:03.142363+00:00,2025-08-09 10:58:03 UTC
20250809100010659,5,Big,2025-08-09T10:59:05.471840+00:00,2025-08-09 10:59:05 UTC
20250809100010660,5,Big,2025-08-09T11:00:10.368040+00:00,2025-08-09 11:00:10 UTC
20250809100010661,6,Big,2025-08-09T11:01:13.230466+00:00,2025-08-09 11:01:13 UTC
20250809100010662,4,Small,2025-08-09T11:01:59.325432+00:00,2025-08-09 11:01:59 UTC
20250809100010663,3,Small,2025-08-09T11:03:01.959360+00:00,2025-08-09 11:03:01 UTC
20250809100010664,8,Big,2025-08-09T11:04:04.257214+00:00,2025-08-09 11:04:04 UTC
20250809100010665,5,Big,2025-08-09T11:05:07.928886+00:00,2025-08-09 11:05:07 UTC
20250809100010666,0,Small,2025-08-09T11:06:09.888025+00:00,2025-08-09 11:06:09 UTC
20250809100010667,2,Small,2025-08-09T11:07:11.922673+00:00,2025-08-09 11:07:11 UTC
20250809100010668,6,Big,2025-08-09T11:07:57.821131+00:00,2025-08-09 11:07:57 UTC
20250809100010669,6,Big,2025-08-09T11:08:58.814544+00:00,2025-08-09 11:08:58 UTC
20250809100010670,1,Small,2025-08-09T11:10:00.937532+00:00,2025-08-09 11:10:00 UTC
20250809100010671,8,Big,2025-08-09T11:11:02.851922+00:00,2025-08-09 11:11:02 UTC
20250809100010672,4,Small,2025-08-09T11:12:05.581075+00:00,2025-08-09 11:12:05 UTC
20250809100010673,9,Big,2025-08-09T11:13:08.966575+00:00,2025-08-09 11:13:08 UTC
20250809100010674,7,Big,2025-08-09T11:14:11.189445+00:00,2025-08-09 11:14:11 UTC
20250809100010675,8,Big,2025-08-09T11:15:13.176508+00:00,2025-08-09 11:15:13 UTC
20250809100010676,5,Big,2025-08-09T11:15:59.148610+00:00,2025-08-09 11:15:59 UTC
20250809100010677,9,Big,2025-08-09T11:17:01.134668+00:00,2025-08-09 11:17:01 UTC
20250809100010678,5,Big,2025-08-09T11:18:03.980462+00:00,2025-08-09 11:18:03 UTC
20250809100010679,4,Small,2025-08-09T11:19:05.779970+00:00,2025-08-09 11:19:05 UTC
20250809100010680,1,Small,2025-08-09T11:20:06.867455+00:00,2025-08-09 11:20:06 UTC
20250809100010681,0,Small,2025-08-09T11:21:08.330017+00:00,2025-08-09 11:21:08 UTC
20250809100010682,6,Big,2025-08-09T11:22:10.670020+00:00,2025-08-09 11:22:10 UTC
20250809100010683,9,Big,2025-08-09T11:22:57.824105+00:00,2025-08-09 11:22:57 UTC
20250809100010684,6,Big,2025-08-09T11:23:59.630861+00:00,2025-08-09 11:23:59 UTC
20250809100010685,8,Big,2025-08-09T11:25:02.418188+00:00,2025-08-09 11:25:02 UTC
20250809100010686,8,Big,2025-08-09T11:26:04.743387+00:00,2025-08-09 11:26:04 UTC
20250809100010687,0,Small,2025-08-09T11:27:07.749546+00:00,2025-08-09 11:27:07 UTC
20250809100010688,5,Big,2025-08-09T11:28:11.598024+00:00,2025-08-09 11:28:11 UTC
20250809100010689,5,Big,2025-08-09T11:28:58.454209+00:00,2025-08-09 11:28:58 UTC
20250809100010690,7,Big,2025-08-09T11:30:01.242117+00:00,2025-08-09 11:30:01 UTC
20250809100010691,5,Big,2025-08-09T11:31:04.809230+00:00,2025-08-09 11:31:04 UTC
20250809100010692,7,Big,2025-08-09T11:32:07.017278+00:00,2025-08-09 11:32:07 UTC
20250809100010693,8,Big,2025-08-09T11:33:10.312661+00:00,2025-08-09 11:33:10 UTC
20250809100010694,8,Big,2025-08-09T11:34:11.325058+00:00,2025-08-09 11:34:11 UTC
20250809100010695,8,Big,2025-08-09T11:35:12.312692+00:00,2025-08-09 11:35:12 UTC
20250809100010696,5,Big,2025-08-09T11:35:57.644675+00:00,2025-08-09 11:35:57 UTC
20250809100010697,4,Small,2025-08-09T11:36:59.841307+00:00,2025-08-09 11:36:59 UTC
20250809100010698,4,Small,2025-08-09T11:38:04.135329+00:00,2025-08-09 11:38:04 UTC
20250809100010699,4,Small,2025-08-09T11:39:07.737053+00:00,2025-08-09 11:39:07 UTC
20250809100010700,6,Big,2025-08-09T11:40:10.059609+00:00,2025-08-09 11:40:10 UTC
20250809100010701,0,Small,2025-08-09T11:41:13.830523+00:00,2025-08-09 11:41:13 UTC
20250809100010702,8,Big,2025-08-09T11:41:58.137645+00:00,2025-08-09 11:41:58 UTC
20250809100010703,0,Small,2025-08-09T11:43:00.730763+00:00,2025-08-09 11:43:00 UTC
20250809100010704,3,Small,2025-08-09T11:44:03.480578+00:00,2025-08-09 11:44:03 UTC
20250809100010705,9,Big,2025-08-09T11:45:05.749934+00:00,2025-08-09 11:45:05 UTC
20250809100010706,3,Small,2025-08-09T11:46:08.369378+00:00,2025-08-09 11:46:08 UTC
20250809100010707,4,Small,2025-08-09T11:47:11.635276+00:00,2025-08-09 11:47:11 UTC
20250809100010708,1,Small,2025-08-09T11:47:58.060579+00:00,2025-08-09 11:47:58 UTC
20250809100010709,5,Big,2025-08-09T11:49:00.932502+00:00,2025-08-09 11:49:00 UTC
20250809100010710,3,Small,2025-08-09T11:50:03.503340+00:00,2025-08-09 11:50:03 UTC
20250809100010711,4,Small,2025-08-09T11:51:05.180296+00:00,2025-08-09 11:51:05 UTC
20250809100010712,5,Big,2025-08-09T11:52:07.053603+00:00,2025-08-09 11:52:07 UTC
20250809100010713,6,Big,2025-08-09T11:53:08.449473+00:00,2025-08-09 11:53:08 UTC
20250809100010714,1,Small,2025-08-09T11:54:11.845895+00:00,2025-08-09 11:54:11 UTC
20250809100010715,7,Big,2025-08-09T11:55:13.114738+00:00,2025-08-09 11:55:13 UTC
20250809100010716,6,Big,2025-08-09T11:55:59.877155+00:00,2025-08-09 11:55:59 UTC
20250809100010717,6,Big,2025-08-09T11:57:02.996670+00:00,2025-08-09 11:57:02 UTC
20250809100010718,6,Big,2025-08-09T11:58:06.656223+00:00,2025-08-09 11:58:06 UTC
20250809100010719,0,Small,2025-08-09T11:59:10.025262+00:00,2025-08-09 11:59:10 UTC
20250809100010720,3,Small,2025-08-09T12:00:11.871387+00:00,2025-08-09 12:00:11 UTC
20250809100010721,1,Small,2025-08-09T12:00:58.016191+00:00,2025-08-09 12:00:58 UTC
20250809100010722,1,Small,2025-08-09T12:02:00.430892+00:00,2025-08-09 12:02:00 UTC
20250809100010723,6,Big,2025-08-09T12:03:02.141308+00:00,2025-08-09 12:03:02 UTC
20250809100010724,5,Big,2025-08-09T12:04:04.149056+00:00,2025-08-09 12:04:04 UTC
20250809100010725,4,Small,2025-08-09T12:05:05.334041+00:00,2025-08-09 12:05:05 UTC
20250809100010726,5,Big,2025-08-09T12:06:07.845574+00:00,2025-08-09 12:06:07 UTC
20250809100010727,4,Small,2025-08-09T12:07:10.142028+00:00,2025-08-09 12:07:10 UTC
20250809100010728,0,Small,2025-08-09T12:08:11.628381+00:00,2025-08-09 12:08:11 UTC
20250809100010729,5,Big,2025-08-09T12:08:57.434861+00:00,2025-08-09 12:08:57 UTC
20250809100010730,0,Small,2025-08-09T12:10:00.039170+00:00,2025-08-09 12:10:00 UTC
20250809100010731,6,Big,2025-08-09T12:11:01.830129+00:00,2025-08-09 12:11:01 UTC
20250809100010732,5,Big,2025-08-09T12:12:03.452306+00:00,2025-08-09 12:12:03 UTC
20250809100010733,7,Big,2025-08-09T12:13:04.744543+00:00,2025-08-09 12:13:04 UTC
20250809100010734,1,Small,2025-08-09T12:14:06.835398+00:00,2025-08-09 12:14:06 UTC
20250809100010735,8,Big,2025-08-09T12:15:08.412472+00:00,2025-08-09 12:15:08 UTC
20250809100010736,0,Small,2025-08-09T12:16:10.726872+00:00,2025-08-09 12:16:10 UTC
20250809100010737,1,Small,2025-08-09T12:17:13.311666+00:00,2025-08-09 12:17:13 UTC
20250809100010738,0,Small,2025-08-09T12:17:59.337386+00:00,2025-08-09 12:17:59 UTC
20250809100010739,3,Small,2025-08-09T12:19:02.325879+00:00,2025-08-09 12:19:02 UTC
20250809100010740,8,Big,2025-08-09T12:20:03.136415+00:00,2025-08-09 12:20:03 UTC
20250809100010741,7,Big,2025-08-09T12:21:05.825775+00:00,2025-08-09 12:21:05 UTC
20250809100010742,8,Big,2025-08-09T12:22:07.673558+00:00,2025-08-09 12:22:07 UTC
20250809100010743,8,Big,2025-08-09T12:23:08.908159+00:00,2025-08-09 12:23:08 UTC
20250809100010744,5,Big,2025-08-09T12:24:12.014002+00:00,2025-08-09 12:24:12 UTC
20250809100010745,4,Small,2025-08-09T12:25:14.032413+00:00,2025-08-09 12:25:14 UTC
20250809100010746,6,Big,2025-08-09T12:25:59.538896+00:00,2025-08-09 12:25:59 UTC
20250809100010747,7,Big,2025-08-09T12:27:03.049938+00:00,2025-08-09 12:27:03 UTC
20250809100010748,7,Big,2025-08-09T12:28:05.136926+00:00,2025-08-09 12:28:05 UTC
20250809100010749,1,Small,2025-08-09T12:29:07.899502+00:00,2025-08-09 12:29:07 UTC
20250809100010750,5,Big,2025-08-09T12:30:10.420366+00:00,2025-08-09 12:30:10 UTC
20250809100010751,3,Small,2025-08-09T12:31:13.242047+00:00,2025-08-09 12:31:13 UTC
20250809100010752,1,Small,2025-08-09T12:31:57.917485+00:00,2025-08-09 12:31:57 UTC
20250809100010753,0,Small,2025-08-09T12:32:59.736691+00:00,2025-08-09 12:32:59 UTC
20250809100010754,8,Big,2025-08-09T12:34:01.352611+00:00,2025-08-09 12:34:01 UTC
20250809100010755,1,Small,2025-08-09T12:35:03.962739+00:00,2025-08-09 12:35:03 UTC
20250809100010756,3,Small,2025-08-09T12:36:06.144248+00:00,2025-08-09 12:36:06 UTC
20250809100010757,1,Small,2025-08-09T12:37:07.345268+00:00,2025-08-09 12:37:07 UTC
20250809100010758,5,Big,2025-08-09T12:38:09.231564+00:00,2025-08-09 12:38:09 UTC
20250809100010759,0,Small,2025-08-09T12:39:10.968635+00:00,2025-08-09 12:39:10 UTC
20250809100010760,8,Big,2025-08-09T12:40:13.457481+00:00,2025-08-09 12:40:13 UTC
20250809100010761,7,Big,2025-08-09T12:40:58.320150+00:00,2025-08-09 12:40:58 UTC
20250809100010762,0,Small,2025-08-09T12:42:00.727424+00:00,2025-08-09 12:42:00 UTC
20250809100010763,3,Small,2025-08-09T12:43:03.563268+00:00,2025-08-09 12:43:03 UTC
20250809100010764,0,Small,2025-08-09T12:44:05.675613+00:00,2025-08-09 12:44:05 UTC
20250809100010765,0,Small,2025-08-09T12:45:08.022871+00:00,2025-08-09 12:45:08 UTC
20250809100010766,3,Small,2025-08-09T12:46:09.245168+00:00,2025-08-09 12:46:09 UTC
20250809100010767,9,Big,2025-08-09T12:47:12.933241+00:00,2025-08-09 12:47:12 UTC
20250809100010768,8,Big,2025-08-09T12:47:58.910403+00:00,2025-08-09 12:47:58 UTC
20250809100010769,2,Small,2025-08-09T12:49:00.830437+00:00,2025-08-09 12:49:00 UTC
20250809100010770,3,Small,2025-08-09T12:50:02.322185+00:00,2025-08-09 12:50:02 UTC
20250809100010771,9,Big,2025-08-09T12:51:03.328257+00:00,2025-08-09 12:51:03 UTC
20250809100010772,3,Small,2025-08-09T12:52:06.139264+00:00,2025-08-09 12:52:06 UTC
20250809100010773,9,Big,2025-08-09T12:53:08.075941+00:00,2025-08-09 12:53:08 UTC
20250809100010774,3,Small,2025-08-09T12:54:10.623266+00:00,2025-08-09 12:54:10 UTC
20250809100010775,2,Small,2025-08-09T12:55:12.840450+00:00,2025-08-09 12:55:12 UTC
20250809100010776,1,Small,2025-08-09T12:55:57.641006+00:00,2025-08-09 12:55:57 UTC
20250809100010777,0,Small,2025-08-09T12:57:00.226247+00:00,2025-08-09 12:57:00 UTC
20250809100010778,9,Big,2025-08-09T12:58:01.730824+00:00,2025-08-09 12:58:01 UTC
20250809100010779,8,Big,2025-08-09T12:59:04.880432+00:00,2025-08-09 12:59:04 UTC
20250809100010780,6,Big,2025-08-09T13:00:06.935276+00:00,2025-08-09 13:00:06 UTC
20250809100010781,0,Small,2025-08-09T13:01:09.452162+00:00,2025-08-09 13:01:09 UTC
20250809100010782,1,Small,2025-08-09T13:02:12.257901+00:00,2025-08-09 13:02:12 UTC
20250809100010783,2,Small,2025-08-09T13:02:58.989135+00:00,2025-08-09 13:02:58 UTC
20250809100010784,9,Big,2025-08-09T13:04:02.639072+00:00,2025-08-09 13:04:02 UTC
20250809100010785,4,Small,2025-08-09T13:05:06.535466+00:00,2025-08-09 13:05:06 UTC
20250809100010786,7,Big,2025-08-09T13:06:07.467465+00:00,2025-08-09 13:06:07 UTC
20250809100010787,9,Big,2025-08-09T13:07:08.640677+00:00,2025-08-09 13:07:08 UTC
20250809100010788,1,Small,2025-08-09T13:08:10.436728+00:00,2025-08-09 13:08:10 UTC
20250809100010789,8,Big,2025-08-09T13:09:12.535755+00:00,2025-08-09 13:09:12 UTC
20250809100010790,1,Small,2025-08-09T13:09:57.730653+00:00,2025-08-09 13:09:57 UTC
20250809100010791,9,Big,2025-08-09T13:10:58.661188+00:00,2025-08-09 13:10:58 UTC
20250809100010792,5,Big,2025-08-09T13:11:59.234074+00:00,2025-08-09 13:11:59 UTC
20250809100010793,3,Small,2025-08-09T13:13:01.360976+00:00,2025-08-09 13:13:01 UTC
20250809100010794,3,Small,2025-08-09T13:14:02.914703+00:00,2025-08-09 13:14:02 UTC
20250809100010795,9,Big,2025-08-09T13:15:05.820025+00:00,2025-08-09 13:15:05 UTC
20250809100010796,7,Big,2025-08-09T13:16:09.022726+00:00,2025-08-09 13:16:09 UTC
20250809100010797,5,Big,2025-08-09T13:17:11.920014+00:00,2025-08-09 13:17:11 UTC
20250809100010798,4,Small,2025-08-09T13:18:13.635554+00:00,2025-08-09 13:18:13 UTC
20250809100010799,1,Small,2025-08-09T13:18:59.224411+00:00,2025-08-09 13:18:59 UTC
20250809100010800,8,Big,2025-08-09T13:20:01.057671+00:00,2025-08-09 13:20:01 UTC
20250809100010801,3,Small,2025-08-09T13:21:04.368141+00:00,2025-08-09 13:21:04 UTC
20250809100010802,2,Small,2025-08-09T13:22:05.329874+00:00,2025-08-09 13:22:05 UTC
20250809100010803,2,Small,2025-08-09T13:23:09.195442+00:00,2025-08-09 13:23:09 UTC
20250809100010804,2,Small,2025-08-09T13:24:11.670608+00:00,2025-08-09 13:24:11 UTC
20250809100010805,8,Big,2025-08-09T13:25:13.369410+00:00,2025-08-09 13:25:13 UTC
20250809100010806,6,Big,2025-08-09T13:25:59.462974+00:00,2025-08-09 13:25:59 UTC
20250809100010807,7,Big,2025-08-09T13:27:01.818180+00:00,2025-08-09 13:27:01 UTC
20250809100010808,3,Small,2025-08-09T13:28:03.762333+00:00,2025-08-09 13:28:03 UTC
20250809100010809,3,Small,2025-08-09T13:29:06.913543+00:00,2025-08-09 13:29:06 UTC
20250809100010810,2,Small,2025-08-09T13:30:08.429886+00:00,2025-08-09 13:30:08 UTC
20250809100010811,3,Small,2025-08-09T13:31:11.550697+00:00,2025-08-09 13:31:11 UTC
20250809100010812,6,Big,2025-08-09T13:31:58.126582+00:00,2025-08-09 13:31:58 UTC
20250809100010813,9,Big,2025-08-09T13:32:59.773540+00:00,2025-08-09 13:32:59 UTC
20250809100010814,5,Big,2025-08-09T13:34:01.532057+00:00,2025-08-09 13:34:01 UTC
20250809100010815,6,Big,2025-08-09T13:35:05.037734+00:00,2025-08-09 13:35:05 UTC
20250809100010816,9,Big,2025-08-09T13:36:08.581764+00:00,2025-08-09 13:36:08 UTC
20250809100010817,3,Small,2025-08-09T13:37:10.633232+00:00,2025-08-09 13:37:10 UTC
20250809100010818,7,Big,2025-08-09T13:37:57.704820+00:00,2025-08-09 13:37:57 UTC
20250809100010819,7,Big,2025-08-09T13:38:59.522863+00:00,2025-08-09 13:38:59 UTC
20250809100010820,7,Big,2025-08-09T13:40:02.847704+00:00,2025-08-09 13:40:02 UTC
20250809100010821,6,Big,2025-08-09T13:41:06.226618+00:00,2025-08-09 13:41:06 UTC
20250809100010822,1,Small,2025-08-09T13:42:09.573070+00:00,2025-08-09 13:42:09 UTC
20250809100010823,6,Big,2025-08-09T13:43:12.106689+00:00,2025-08-09 13:43:12 UTC
20250809100010824,4,Small,2025-08-09T13:43:57.842123+00:00,2025-08-09 13:43:57 UTC
20250809100010825,8,Big,2025-08-09T13:45:00.390216+00:00,2025-08-09 13:45:00 UTC
20250809100010826,8,Big,2025-08-09T13:46:02.925167+00:00,2025-08-09 13:46:02 UTC
20250809100010827,3,Small,2025-08-09T13:47:05.272156+00:00,2025-08-09 13:47:05 UTC
